Order,Difference,Time (s)
50,49.49572695256229,0.42310619354248047
60,0.001754247739110426,0.48303890228271484
70,1.3199895382287608e-07,0.5641329288482666
80,1.394495344197999e-07,0.6890645027160645
90,1.394495344197999e-07,0.8456571102142334
100,1.394495344197999e-07,1.0279185771942139
